text,tag
по-русский → по-русски,infl
бенгальский → по-бенгальски,hyphen+del
[MASK] → на,prep
", → [MASK]",syntax
[MASK] → на,prep
сто → ста,agrcase
языков → языках,gov
"знать → сказать точно ,",syntax
иммигранти → иммигрантов,infl
живут → живет,agrnum
когдо мы думаем → если подумать,impers
[MASK] → том,ref
"[MASK] → ,",syntax
живут → живет,agrnum
", → [MASK]",syntax
ими → им,gov
"[MASK] → ,",syntax
"[MASK] → ,",syntax
слушают ему → будут его слушаться,tense
", → [MASK]",syntax
"работает → работать , а",conj
на дать → отдадут,syntax
многие → [MASK],lex
их дениг → деньги,syntax
будет → случится,lex
"Много времья , Коёте → Часто Койоты",impers
- ы → [MASK],lex
девушкей → девушек,gender
этых времьях → такие,ref
", опостно для жертвей → моменты жертвам опасно",syntax
спросить → просить,asp
за помож → помощи,syntax
[MASK] → у,prep
- → [MASK],syntax
ы → [MASK],cs
есть → [MASK],aux
власть → власти,gov
"[MASK] → ,",syntax
[MASK] → у,prep
жертвы → жертв,agrnum
"[MASK] → ,",syntax
милициам → в полицию,syntax
неправильно → неправда,lex
последствия → последствий,gov
Милиция → Полиция,lex
знают → знает,agrnum
"[MASK] → ,",syntax
имеются → бывают,lex
понимают → понимает,agrnum
"как → , какими",conj
трудно → сложными,lex
эти ситуации → они,ref
Этот → Это,ref
нету → нет,infl
советы → советом,num
нашу → нашему,agrcase
час или → [MASK],lex
часа → часами,num
По моему → По-моему,hyphen+del
"менше → хуже ,",com
любит → любить,ortho
таком → таким,agrcase
какый → какой,conj
времы → времени,gender
ету → эту,ref
"[MASK] → ,",syntax
"[MASK] → ,",syntax
лучше → больше,com
нравиться → нравится,ortho
от по → с,prep
Английски → английского,infl
Только есть смерть в стоячей воде → В стоячей воде есть только смерть,wo
"[MASK] → ,",syntax
чтобы → что,conj
", → [MASK]",syntax
на → в,prep
наше → нашем,agrcase
", → [MASK]",syntax
"[MASK] → ,",syntax
удовлетворится → полюбить,lex
тоже → также,lex
"[MASK] → ,",syntax
чтобы → что,conj
меч → палка,lex
с → о,prep
две → двух,misspell
лезвием → концах,lex
"[MASK] → , когда у",lex
люди которые → людей,syntax
есть настоящий и → [MASK],lex
серьезный → серьезное,agrgender
наше → наш,agrgender
стать → станет,misspell
совет → советом,gov
первый шаг → первым шагом,gov
эффективнеи → эффективного,infl
психообразованеи → психообразования,gender
", → [MASK]",syntax
собсем → [MASK],lex
Это → [MASK],ref
очень → Ччень,lex
людеи → людей,infl
есть → были,lex
хорошии → хорошие,infl
красивии → красивые,infl
это тоже → также,syntax
"[MASK] → ,",syntax
будят → были,lex
здоровые → здоровыми,agrcase
продлевать → продлевали,ortho
их → свои,ref
жизня → жизни,infl
", → [MASK]",syntax
сбросить → сбрасывали,asp
лишнии → лишний,infl
[MASK] → в,prep
твая статья → твоей статье,impers
сказала → рассказывается,passive
другых → других,infl
[MASK] → существующих,lex
чтобы → [MASK],conj
существуют → [MASK],lex
Все → Всем,agrcase
"[MASK] → ,",syntax
[MASK] → их,ref
они → [MASK],ref
С → Что касается,conj
антидепрессантами → антидепрессантов,num
[MASK] → :,syntax
Невозможна → Невозможно,agrgender
об → обо,prep
бсё → всех,ref
их → них,ref
одние → одном,infl
общее соединение → общем соединении,gov
антидепрессанты → актидепрессанты,lex
болеют → повреждают,lex
"где → , откуда",syntax
"знаем ли → узнаём , достаточно",syntax
поедаем достаточную еду → едим,syntax
один → два,ref
ответь → ответа,infl
для → на,prep
два → один,lex
вопроса → вопрос,gov
"можна → , конечно , могут",syntax
помогить → помочь и,conj
ожиренеи → ожирения,gender
", конечно → [MASK]",lex
но тоже → и,conj
депрессеи → депрессии,infl
минутов → минут,gender
", → [MASK]",syntax
наше мозг → нашего мозга,gov
каскад → выброс,lex
которые → который,agrnum
действует → подействует,asp
[MASK] → Исходя,lex
В → из,prep
исследование → исследований,num
достоверное → достоверны,brev
"[MASK] → ,",syntax
что-нибудь → что-либо,ref
", кажды раз → [MASK]",lex
"[MASK] → ,",syntax
"вешь → вариант , который",syntax
делаем → выбрать,lex
является → заключается,lex
стрессом → стресса,gov
какого-нибудь человека → какой-либо другой человек,syntax
жившего → живший,misspell
умершего → умерший,brev
", → [MASK]",syntax
ситуация → ситуации,gov
"[MASK] → ,",syntax
расцвет → расцвета,gov
[MASK] → появилось,lex
напряжений → источников напряжения,syntax
была → было,agrgender
прошлое → прошлом,gender
темп → темпа,gov
самое большое → самым большим,syntax
"[MASK] → ,",syntax
видное влияние → заметным влиянием,impers
новыми способами → новые способы,nominative
от → [MASK],prep
заболеющие → страдающих,misspell
"потому → , заключающаяся в том ,",syntax
споют → спят,asp
и → а,conj
"[MASK] → ,",syntax
на → [MASK],prep
некоторые → несколько,ref
Окончательно → В конце концов,syntax
а → но и,conj
такие → таких,ref
одинадцатого → одинадцатое,brev
боются → боятся,asp
чтобы → что,conj
разрушился → разрушится,tense
жизни → жизнью,gov
жизни → жизнью,gov
своей → своего,agrgender
второй → второго,agrgender
", → [MASK]",syntax
был → было,agrgender
[MASK] → ни,lex
никого → кого,ref
была → было,agrgender
поддержи → поддержки,lex
как → каким,conj
"[MASK] → ,",syntax
[MASK] → -,syntax
[MASK] → есть,aux
[MASK] → общество,lex
свободное общество → свободно,brev
того → то,conj
"[MASK] → ,",syntax
коррупция → [MASK],lex
в → [MASK],prep
значительной мере → коррупция,syntax
себе → [MASK],ref
говорить → [MASK],lex
"[MASK] → ,",syntax
"[MASK] → ,",syntax
вредным → вредно,brev
[MASK] → перечислены,lex
причины разнообразные → разнообразные причины,wo
одно → один,agrgender
для → [MASK],prep
него → [MASK],ref
", → [MASK]",syntax
и → [MASK],lex
для → за,prep
другого → иного,lex
"[MASK] → ,",syntax
и → [MASK],lex
политическое → политическую,agrgender
"положение , → ситуацию",syntax
[MASK] → его,ref
своего выбора → [MASK],lex
"[MASK] → ,",syntax
что → [MASK],conj
собственную → [MASK],lex
в пользу → для,syntax
"[MASK] → ,",syntax
низкоквалифицированным → [MASK],lex
"[MASK] → , которые не интересуются политикой ,",lex
элитарный → элитарную,misspell
систем → систему,num
"где → , в которой",syntax
принадлежат → принимаются,passive
людям → людьми,gov
образование → образованием,gov
[MASK] → которая,ref
имеющая → имеет,misspell
"[MASK] → ,",syntax
Из истории → История,syntax
можно видеть → показывает,syntax
мощен → силён,lex
по отношению к → перед,syntax
правительству → правительством,gov
был → [MASK],tense
", или → или ,",wo
"[MASK] → ,",syntax
заключается → заключаются,agrnum
За последние → Последние,syntax
лет двести → двести лет,wo
"[MASK] → ,",syntax
наверно → наверное,infl
"[MASK] → ,",syntax
говорили → сказали,lex
"[MASK] → ,",syntax
крайнейшей → крайней,infl
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
их → [MASK],ref
"в то время , → , в то время",wo
оно → это,ref
[MASK] → об,prep
испытании → испытаниях,num
бы → [MASK],mode
"[MASK] → ,",syntax
[MASK] → они,ref
бы → [MASK],mode
[MASK] → для,prep
которую → понимания которой,ref
", чтобы понимать → [MASK]",lex
"[MASK] → ,",syntax
капитализма → капитализм,nominative
в → [MASK],prep
' → [MASK],syntax
"[MASK] → ,",syntax
Посли → После,infl
реформов → реформ,gender
качество → [MASK],lex
повысило → повысилось,refl
"[MASK] → ,",syntax
изменило → изменилось,refl
Эти статистики → Эта статистика,num
доказывают → доказывает,agrnum
эпоха → эпохи,gov
считалась → [MASK],lex
", → [MASK]",syntax
что → [MASK],conj
[MASK] → считалась,lex
более → [MASK],lex
"трудно → труднее ,",com
бы то ни было → когда-либо,conj
разбирающиеся → кто разбирается,syntax
"[MASK] → ,",syntax
"словом , → или",conj
врождённая → врождённой,agrcase
неспособность → неспособностью,gov
разить → размыть,lex
проблема → проблемой,gov
социального застоя → социальный застой,gov
социальной → социальную,agrcase
мобильности → мобильность,gov
[MASK] → на,prep
социальной мобильности → социальную мобильность,gov
", когда ссылаясь на это время , → [MASK]",lex
что → [MASK],conj
[MASK] → стала,lex
необходимая часть → необходимой частью,gov
стать мобильным → [MASK],lex
[MASK] → мобильном,lex
побуждает → она вызывает,syntax
тел → лицами,lex
", → [MASK]",syntax
происходить → происходит,ortho
", → [MASK]",syntax
работоспособность → работоспособности,gov
"[MASK] → ,",syntax
трудно → труднее,com
чувство → отношение,lex
которые → которое,agrnum
препятствовать → препятствует,misspell
тех → тем,ref
работать → работает,ortho
[MASK] → -,syntax
в → [MASK],prep
необычайной → необычной,lex
Неспоримо → Неоспоримо,ortho
технология → технологии,num
играет → играют,agrnum
более → [MASK],lex
Должны → Как должны,conj
ли человеческие → простые,syntax
приветствовать → встречать научно-технический,syntax
Спустя → С,prep
", → [MASK]",syntax
ручным способом → вручную,syntax
сделали → это принесло,syntax
несколько → некоторые,ref
должностей → должности,nominative
– → [MASK],syntax
подходящие → подходят,lex
"[MASK] → ,",syntax
[MASK] → проведение,lex
[MASK] → с,prep
минимальным → минимальной,agrgender
выражением → погрешностью,lex
новые знания → новых знаний,gov
навыки → навыков,gov
мочь → быть в состоянии,com
массовой автоматизации → массовую автоматизацию,gov
новой → [MASK],lex
Те → Люди,ref
"[MASK] → ,",syntax
[MASK] → на,prep
процветающей карьеры → процветающую карьеру,gov
[MASK] → это,ref
", самое важное решение , которое государствам нужно принять , касается обучения , в частности → самое важное решение , которое государствам нужно принять , касается обучения , в частности ,",wo
обучение → обучения,gov
", → [MASK]",syntax
о → об,prep
работникам → для рабочих,syntax
приспособиться → приспособления,lex
- → [MASK],syntax
и прочими будет → [MASK],lex
мебели → мебель,gov
новые → новую,agrnum
"[MASK] → ,",syntax
", → [MASK]",syntax
б → бы,lex
были → было,agrnum
люди → людей,gov
будеть → будет,infl
сможет → может,asp
"[MASK] → ,",syntax
[MASK] → в,prep
чудесам → чудеса,gov
чувство → [MASK],lex
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
все-равно → все равно,hyphen+ins
[MASK] → -,syntax
[MASK] → этому,ref
году → года,gov
это → этого,ref
достаточно было → было достаточно,wo
"[MASK] → ,",syntax
[MASK] → чтобы,conj
[MASK] → на,prep
предмету физику → физике,syntax
Следующий → На следующий,brev
[MASK] → на,prep
по → [MASK],prep
и → [MASK],lex
учим → [MASK],lex
[MASK] → учимся,lex
сходим → ходим,lex
[MASK] → в,prep
[MASK] → на,prep
"или → ,",conj
[MASK] → в,prep
[MASK] → о,prep
своего семья → своей семье,agrgender
"и → ,",conj
", → [MASK]",syntax
и → а,conj
учиться → учится,ortho
[MASK] → в,prep
напишу → описывать,lex
своего характера → мой характер,syntax
думает → думают,agrnum
есть → [MASK],aux
"[MASK] → ,",syntax
это → [MASK],ref
это → оно,ref
"[MASK] → ,",syntax
И так → Итак,space+ins
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
своих → свои,ref
лучших → лучшие,ortho
сторон → стороны,gov
занимаем → занимаемся,refl
придерживаем → придерживаемся,refl
правильное → правильного,ortho
"[MASK] → ,",syntax
"[MASK] → ,",syntax
радуем → радуемся,refl
от → [MASK],prep
чтобы → что бы,mode
"[MASK] → ,",syntax
[MASK] → не,lex
с трудом → [MASK],lex
работает → работать,ortho
и → [MASK],conj
эту → этот,agrgender
"[MASK] → ,",syntax
[MASK] → что,conj
- → [MASK],syntax
В → Трудясь,lex
"физическом труде → физически ,",syntax
В → Трудясь,lex
"умственном → умственно ,",brev
труде → мы,ref
[MASK] → -,syntax
вызвать сам себе → получить,syntax
[MASK] → :,syntax
"[MASK] → """,syntax
особенен по своему → по-своему особенный,brev
"[MASK] → ,",syntax
[MASK] → -,syntax
[MASK] → -,syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
в пустую → впустую,space+ins
"[MASK] → ,",syntax
[MASK] → :,syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
это - → - это,wo
[MASK] → битва,lex
"[MASK] → """,syntax
Такой → Такие,agrnum
"[MASK] → ,",syntax
году → года,gov
"[MASK] → ,",syntax
[MASK] → в,prep
Кармакшинский → Кармакшинском,agrcase
район → районе,gov
"село → , в селе",syntax
передо мной → есть еще,syntax
двое → две,lex
сестёр → сестры,num
[MASK] → я,ref
который → которая,gender
находиться → находится,ortho
"[MASK] → ,",syntax
"[MASK] → ,",syntax
не плох → неплох,space+ins
[MASK] → -,syntax
работе → работу,gov
[MASK] → когда,conj
окончив → я окончу,syntax
на → в,prep
нравиться → нравится,ortho
учись → учусь,tense
", → [MASK]",syntax
", → [MASK]",syntax
бурным → бурными,agrcase
темном → темпами,lex
Мне скоро → Скоро,syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → мне,ref
[MASK] → -,syntax
[MASK] → -,syntax
[MASK] → я,ref
[MASK] → олимпиаду,lex
[MASK] → призовое,lex
"[MASK] → ,",syntax
бывает → бывают,agrnum
[MASK] → как,conj
мир зрения → мировоззрение,syntax
воспитания → воспитание,nominative
", → [MASK]",syntax
отношения → отношение,gov
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → -,syntax
не → [MASK],lex
зависима → независимо,lex
меняется → меняются,agrnum
[MASK] → с,prep
"[MASK] → ,",syntax
[MASK] → с,prep
уходить → уходит,ortho
"[MASK] → ,",syntax
"[MASK] → ,",syntax
бывает → бывают,agrnum
"который приходить → , которые приходят",syntax
[MASK] → и,conj
"[MASK] → ,",syntax
толка → только,lex
[MASK] → :,syntax
[MASK] → :,syntax
хороший → хорошие,agrnum
умный → умные,agrnum
красивый → красивые,agrnum
талантливый → талантливые,agrnum
усердный → усердные,agrnum
"[MASK] → ,",syntax
единственный → единственное,agrgender
"то → ,",conj
[MASK] → -,syntax
внутри → внутренняя,lex
"который заставить → , которая заставит",impers
толка → только,lex
хорошим → хорошее,agrcase
тот → то,agrgender
"[MASK] → ,",syntax
они → [MASK],ref
развитый → развитые,brev
"[MASK] → ,",syntax
"я → ,",ref
толька → только,infl
научить → научит,ortho
"[MASK] → ,",syntax
им → ими,ref
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
прекрасные → прекрасное,agrnum
в → [MASK],prep
[MASK] → с,prep
"[MASK] → ,",syntax
утро → утра,gov
прекрасные → прекрасное,agrnum
"[MASK] → ,",syntax
появилось → появился,agrgender
[MASK] → -,syntax
"[MASK] → ,",syntax
играет → играют,agrnum
"вопчем → , в общем ,",syntax
делает → делают,agrnum
"Ранше → Раньше ,",syntax
хотель что то → хотел что-то,hyphen+del
я → [MASK],ref
писать → написать,asp
поехал → ехал,asp
[MASK] → к,prep
"[MASK] → ,",syntax
или → либо,conj
словам → словом,num
"[MASK] → ,",syntax
[MASK] → -,syntax
котырый → которые,ref
знает → знают,agrnum
"[MASK] → ,",syntax
что → что-то,hyphen+del
"то ценное , то → ценное , то ,",conj
оставить → оставит,ortho
хорошие → хорошее,agrnum
чувство → чувств,num
"[MASK] → ,",syntax
должно → должна,agrgender
"[MASK] → ,",syntax
который → которая,gender
напоминать → напоминат,asp
"[MASK] → ,",syntax
который → которые,agrnum
взят → взять,ortho
такое → такую,agrgender
вещ → вещь,gender
"[MASK] → ,",syntax
который → которая,gender
пошли → поедете,lex
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → в,prep
на → в,prep
"[MASK] → ,",syntax
"[MASK] → ,",syntax
взят → взять,ortho
развитие → развиты,infl
технологий → технологии,nominative
[MASK] → .,syntax
пошли → поедете,lex
[MASK] → в,prep
взят → бы взять,mode
Один → - одно,hyphen+del
бесконечна → бесконечно,lex
"[MASK] → ,",syntax
[MASK] → что,conj
"Главный это → Главное , чтобы эта",impers
вещ → вещь,gender
хот → хоть,infl
какой та → какую-то,ref
информация → информацию,gov
не большая → небольшая,space+ins
братишка → братишки,gov
и → [MASK],conj
"сестренка , → , сестренка",wo
завершение → завершения,gov
", → [MASK]",syntax
[MASK] → в,prep
профессий → на,lex
Мое → Моя,agrgender
будущее → будущая,gender
[MASK] → -,syntax
это → эта,ref
[MASK] → в,prep
[MASK] → ней,ref
по этой специальности → [MASK],lex
это → эта,ref
в → на,prep
", чем другие специальности → [MASK]",lex
Повод → Я,ref
выбрать → выбрал,misspell
то → потому,conj
то → потому,conj
близко к → близка,syntax
[MASK] → -,syntax
[MASK] → -,syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
самый → [MASK],lex
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → показывает,lex
"[MASK] → ,",syntax
[MASK] → -,syntax
для → [MASK],prep
всех → [MASK],ref
данный → наше,ref
[MASK] → -,syntax
"[MASK] → ,",syntax
по настоящему → по-настоящему,hyphen+del
пословицу → :,lex
значет → означает,ortho
"[MASK] → ,",syntax
пустой → пустое,agrgender
"[MASK] → ,",syntax
[MASK] → -,syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
испытавать → испытать,asp
такую → такое,agrgender
чувству → чувство,gov
была → есть,tense
от → Из,prep
[MASK] → нашего,ref
видют → видно,lex
"моге и болше → море , нахдящиеся",impers
[MASK] → большие,lex
"и → ,",conj
тоже → [MASK],lex
на → На,prep
остра → острова,gender
сестри → сестры,infl
с → туда со,syntax
их → своими,ref
детим → детьми,misspell
очен → очень,lex
в → [MASK],prep
следуюшие лето → Следующим летом,syntax
вудет → будет,ortho
ето → этого,ref
дом → дома,gov
"[MASK] → ,",syntax
и → он,conj
называется → находится,lex
Франции → страны,lex
есть → идёт,lex
большой библиотека → большую библиотеку,syntax
это самая красная → самую красивую,impers
пляже → пляж,gov
"межев , находесь → Межева находятся",refl
кино → кинотеатр,lex
я → [MASK],ref
на → в,prep
магазине → магазин,gov
"[MASK] → ,",syntax
есть семя → [MASK],lex
[MASK] → семья,lex
любимы → любимый,brev
Музей → это музей,syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → ещё,lex
Испани → Испанию,infl
я → [MASK],ref
на пляже → [MASK],lex
Я люблю → Мне очень нравится,impers
хорошо рыбы → рыбу,syntax
ван → Иван,lex
лежит → расположен,lex
есть два острова в Новой Зеландии → в Новой Зеландии есть два острова,wo
Можно → Там можно,syntax
"и → ,",conj
тоже → также,lex
", → [MASK]",syntax
белое вино → белых,syntax
Это → Они,ref
вкусно → вкусные,brev
"[MASK] → ,",syntax
большой → [MASK],lex
быть → находиться,lex
"[MASK] → ,",syntax
были → там было,syntax
большыми → большими,infl
быть → там было,syntax
много → очень,lex
света → светло,lex
[MASK] → в,prep
комнат → комнате,num
уютный → будет уютно,brev
Как → Так как,conj
не важно → необязательно,syntax
что → чтобы,conj
находится → находился,tense
транспорта → остановки,lex
ходит → ходить,ortho
в театр иногда → иногда в театр,wo
били → были,lex
"[MASK] → ,",syntax
границу → границей,gov
"[MASK] → ,",syntax
путешествовать больше → больше путешествовать,wo
беру → [MASK],lex
мой завтрак → завтракаю,syntax
", → [MASK]",syntax
стакан → стаканом,gov
шоколадный хлеб → булочкой с шоколадом,syntax
После → Потом,lex
мои → [MASK],ref
мой макияж → накраситься,syntax
[MASK] → наношу,lex
румяю → румяна,infl
"[MASK] → ,",syntax
кладу → надеваю,lex
мою → [MASK],ref
мои → [MASK],ref
я → [MASK],ref
", → [MASK]",syntax
я → [MASK],ref
[MASK] → быстро-быстро,lex
быстро быстро → [MASK],lex
уйти → ухожу,lex
спарта → спорта,lex
Я в → В,syntax
", → [MASK]",syntax
возврацанось → возвращаюсь,refl
"я → крашусь ,",ref
макиях → [MASK],lex
домашнего задания → домашнее задание,gov
и → [MASK],conj
"я → ,",ref
получаю → принимаю,lex
нончу → занимаюсь ими,syntax
", → [MASK]",syntax
их → им,ref
"[MASK] → ,",syntax
для → чтобы,conj
делать → производить,lex
значит → поэтому,lex
’ з → [MASK],cs
прииду → прихожу,misspell
дома → домой,infl
музику → музыку,ortho
"[MASK] → ,",syntax
воскресене → воскресенье,infl
", → [MASK]",syntax
друзями → друзьями,infl
идём → выходим,lex
"[MASK] → ,",syntax
есть → там,lex
[MASK] → бездомных,lex
без дома → [MASK],lex
значит ним даём → поэтому мы им раздаём,impers
шесты → шестого,infl
"и → ,",conj
Z → [MASK],lex
атем → Затем,ortho
"[MASK] → ,",syntax
одеть → надеть,lex
я крашу → крашусь,syntax
я чищу → расчёсываю,syntax
тоже → также,lex
на → в,prep
[MASK] → в,prep
"[MASK] → ,",syntax
на телевизору → телевизор,syntax
мы → [MASK],ref
книгы → книги,gender
", → [MASK]",syntax
[MASK] → изучаю,lex
права → право,gov
русскии → русский,agrcase
"[MASK] → ,",syntax
и → а,conj
я иду → захожу,syntax
"[MASK] → ,",syntax
", → [MASK]",syntax
"песний → пенсионер ,",syntax
рано встаю → встаю рано,wo
"[MASK] → ,",syntax
[MASK] → в,prep
комнаты → комнате,gov
я → [MASK],ref
Za тем → Затем,cs
запгаваю → заправляю,misspell
я → [MASK],ref
во → в,prep
врема → это время,syntax
я → [MASK],ref
я → [MASK],ref
зависитого → зависимости от,syntax
"[MASK] → ,",syntax
город → городе,gov
Moutiers → Мутье,cs
его → со,ref
жену → своей женой,syntax
один → первом,lex
"[MASK] → ,",syntax
« Moutiers » → Мутье,cs
[MASK] → было,tense
"[MASK] → ,",syntax
в → на,prep
горнолыжний → горнолыжный,infl
"[MASK] → ,",syntax
[MASK] → который,ref
самих → самых,infl
"филмов → фильмов - """,hyphen+del
"[MASK] → """,syntax
по режиссури → режиссером,syntax
Райта → Райтом,gov
[MASK] → Льва,lex
[MASK] → Толстого,lex
одноименны → одноименным,brev
автора Лева Толстойа → [MASK],lex
чем их → [MASK],ref
экранизации → экранизациям,gov
"[MASK] → ,",syntax
он → [MASK],ref
[MASK] → собой,ref
", → [MASK]",syntax
[MASK] → особенно,lex
понравилась → понравились,agrnum
осовенно → [MASK],lex
"[MASK] → ,",syntax
"[MASK] → ,",syntax
он → Он,ref
ва ноебря → ноября,syntax
"[MASK] → ,",syntax
[MASK] → -,syntax
которое → который,gender
в → около,prep
Караганде → Караганды,gov
Как → Так как,conj
[MASK] → в,prep
военные техники → военная техника,syntax
", → [MASK]",syntax
От начала до конца → Весь,ref
Так же → Также,space+ins
санатория → санаторий,nominative
для здоровья → [MASK],lex
достиг → [MASK],lex
до → :,lex
[MASK] → -,syntax
"[MASK] → ,",syntax
когда либо → который,conj
[MASK] → когда-либо,lex
начальник → - начальником,hyphen+del
[MASK] → я,ref
в городе Алматы Илийском района → [MASK],lex
[MASK] → -,syntax
"[MASK] → ,",syntax
"виде → частности ,",syntax
Баскетбол → баскетболом,gov
это → :,ref
"получить высшее образование , найти хорошую работу , построить дом двухэтажный для родителей , → , получить высшее образование , найти хорошую работу , построить дом двухэтажный для родителей",wo
"[MASK] → ,",syntax
[MASK] → -,syntax
и → [MASK],conj
Пошла → Я пошла,syntax
семья → семье,gov
[MASK] → есть,aux
[MASK] → -,syntax
[MASK] → -,syntax
[MASK] → -,syntax
является → являются,agrnum
самым → [MASK],lex
"[MASK] → , чтобы",lex
"[MASK] → ,",syntax
понравиться к → понравится,syntax
который → которому,gov
подарили → его подарите,syntax
подарок → [MASK],lex
подарите → дарите,asp
"[MASK] → ,",syntax
необходимы → необходимую,brev
понравившиеся → понравившуюся,agrnum
"[MASK] → ,",syntax
который → которую,gender
чем сейчас → [MASK],lex
"и → ,",conj
много пропускал → пропускал много,wo
"не → , плохо",syntax
хорошо → [MASK],lex
"[MASK] → ,",syntax
свою → свое,agrgender
такую → такое,agrgender
"[MASK] → ,",syntax
мог → смог,asp
"[MASK] → ,",syntax
который → которым,gov
"[MASK] → ,",syntax
должный → должны,brev
поисках → поиске,num
"[MASK] → ,",syntax
"вера → , верить",syntax
себе → себя,gov
"[MASK] → ,",syntax
Сперва → Сначала,lex
физической → физическом,agrgender
интеллектуальной → интеллектуальном,agrgender
- самое главное → самое главное -,wo
[MASK] → -,syntax
размышление мозга → мозг,syntax
В этом труде мозг → Мозг,syntax
хочу → скажу,lex
"объявить → ,",lex
[MASK] → и,conj
"[MASK] → ,",syntax
они → [MASK],ref
обе → [MASK],lex
тяжелый труд → тяжелы,brev
В → При,prep
основная → основное,agrgender
в → при,prep
будет → [MASK],aux
"[MASK] → ,",syntax
Потому что → Я,conj
свете я → свет -,impers
есть → [MASK],aux
"чуда которая → чудо , которое",impers
[MASK] → -,syntax
[MASK] → в,prep
провести → приобрести,lex
такой хороший → таких хороших,agrnum
[MASK] → -,syntax
трудной → трудный,agrcase
поделить → его разделить,syntax
[MASK] → -,syntax
[MASK] → и,conj
с → [MASK],prep
"[MASK] → ,",syntax
Маленький → Маленькое,agrgender
[MASK] → -,syntax
своей → свои,agrnum
[MASK] → их,ref
лучей → лучший,lex
[MASK] → -,syntax
жила → живет,tense
и → [MASK],conj
она → на,ref
По-моему → По моему,hyphen+ins
"[MASK] → ,",syntax
даже → [MASK],lex
скажет → говорит,lex
такие → [MASK],ref
"[MASK] → ,",syntax
[MASK] → которые,ref
"чем этот → , каким бы он",impers
будет → был,misspell
своих рук → своими руками,gov
бумажный → бумажные,agrnum
какой-то → какие-то,agrnum
"[MASK] → ,",syntax
Потому-что → Потому что,hyphen+ins
тебе → тебя,gov
время из → [MASK],lex
своего временного запаса → свое время,syntax
"[MASK] → ,",syntax
вазвращаимся → возвращаемся,asp
занятия → занятий,num
"[MASK] → ,",syntax
делает → делают,agrnum
составляет → наводит,lex
"[MASK] → ,",syntax
[MASK] → я,ref
"[MASK] → ,",syntax
чтоб → чтобы,conj
наводят → придают,lex
"[MASK] → ,",syntax
уметь → иметь,lex
какие то → [MASK],lex
"[MASK] → ,",syntax
"[MASK] → ,",syntax
иметь деньги → они,ref
проносит → приносят,passive
", → [MASK]",syntax
"вот → ,",lex
[MASK] → -,syntax
чистым → честным,lex
идти → сворачивать,lex
плохую → плохой,agrgender
дорогу → путь,lex
", → [MASK]",syntax
действительно это → это действительно,wo
", → [MASK]",syntax
[MASK] → :,syntax
[MASK] → любять,lex
оклеветать → клеветать,asp
как люди → [MASK],lex
"[MASK] → ,",syntax
дети → [MASK],lex
", они – → [MASK]",lex
они → [MASK],ref
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → в,prep
"[MASK] → ,",syntax
мой → [MASK],ref
моя → [MASK],ref
мой → [MASK],ref
моя → [MASK],ref
мой → [MASK],ref
мои → [MASK],ref
нравиться → нравится,ortho
"[MASK] → ,",syntax
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → -,syntax
"[MASK] → ,",syntax
– → [MASK],syntax
", → [MASK]",syntax
", → [MASK]",syntax
жил → прожил,lex
"чтобы , → , чтобы",wo
"[MASK] → ,",syntax
современный → современную,agrgender
"[MASK] → ,",syntax
"не так как → совсем в других условиях , чем",conj
расли → росли,asp
но → и,conj
"я → ,",ref
"[MASK] → ,",syntax
[MASK] → что,conj
"которые расли → , детство которых прошло",syntax
Надеюсь → надеюсь,ortho
"[MASK] → ,",syntax
Знаю → Я знаю,syntax
"[MASK] → ,",syntax
", иностранцы , приезжающие в Германию → иностранцы , приезжающие в Германию ,",wo
районов → районах,gov
"низким по → низкой , в",syntax
сравнением → сравнении,num
с → со,prep
"[MASK] → ,",syntax
низким → низкой,agrgender
зарплатом → зарплатой,gender
", → [MASK]",syntax
сжигать → уменьшать,lex
"[MASK] → ,",syntax
"[MASK] → ,",syntax
[MASK] → в,prep
наша система → нашей системе,gov
– → [MASK],syntax
вот это как mandatory → обязательные,cs
сделать → пройти их,syntax
людей → люди,nominative
для → в,prep
школе → школах,num
школе → школ,num
"[MASK] → ,",syntax
первая → начальная,lex
вот → [MASK],lex
эта → это,ref
[MASK] → для,prep
все → всех,ref
вот это не разница → одинаково,syntax
